user_id,control_reward,bandit_reward,bandit_arm,cumulative_control_reward,cumulative_bandit_reward
725.0,0,1,25%_off,124,219
726.0,0,1,buy_one_get_one,124,220
727.0,0,1,free_shipping,124,221
728.0,0,1,buy_one_get_one,124,222
729.0,0,0,25%_off,124,222
730.0,1,0,25%_off,125,222
731.0,0,1,buy_one_get_one,125,223
732.0,0,1,25%_off,125,224
733.0,0,0,25%_off,125,224
734.0,0,0,buy_one_get_one,125,224
735.0,0,0,buy_one_get_one,125,224
736.0,0,0,buy_one_get_one,125,224
737.0,0,0,25%_off,125,224
738.0,0,0,buy_one_get_one,125,224
739.0,0,0,buy_one_get_one,125,224
740.0,0,0,buy_one_get_one,125,224
741.0,1,0,free_shipping,126,224
742.0,0,0,buy_one_get_one,126,224
743.0,0,0,10%_off,126,224
744.0,1,0,25%_off,127,224
745.0,0,0,25%_off,127,224
746.0,0,1,buy_one_get_one,127,225
747.0,0,1,buy_one_get_one,127,226
748.0,1,0,buy_one_get_one,128,226
749.0,0,1,buy_one_get_one,128,227
750.0,0,1,buy_one_get_one,128,228
751.0,1,0,buy_one_get_one,129,228
752.0,0,0,free_shipping,129,228
753.0,1,0,25%_off,130,228
754.0,0,1,buy_one_get_one,130,229
755.0,0,0,buy_one_get_one,130,229
756.0,0,0,25%_off,130,229
757.0,0,0,25%_off,130,229
758.0,0,1,25%_off,130,230
759.0,0,0,free_shipping,130,230
760.0,0,0,buy_one_get_one,130,230
761.0,0,1,buy_one_get_one,130,231
762.0,0,0,25%_off,130,231
763.0,0,1,25%_off,130,232
764.0,0,1,25%_off,130,233
765.0,0,0,25%_off,130,233
766.0,0,1,buy_one_get_one,130,234
767.0,0,0,25%_off,130,234
768.0,0,0,free_shipping,130,234
769.0,0,0,25%_off,130,234
770.0,0,1,buy_one_get_one,130,235
771.0,1,0,buy_one_get_one,131,235
772.0,0,0,25%_off,131,235
773.0,0,1,buy_one_get_one,131,236
774.0,0,0,buy_one_get_one,131,236
775.0,0,1,buy_one_get_one,131,237
776.0,0,0,10%_off,131,237
777.0,0,0,25%_off,131,237
778.0,0,1,25%_off,131,238
779.0,0,0,buy_one_get_one,131,238
780.0,0,0,buy_one_get_one,131,238
781.0,0,0,25%_off,131,238
782.0,0,1,25%_off,131,239
783.0,0,0,buy_one_get_one,131,239
784.0,0,0,free_shipping,131,239
785.0,0,0,25%_off,131,239
786.0,0,0,25%_off,131,239
787.0,0,0,buy_one_get_one,131,239
788.0,0,0,25%_off,131,239
789.0,0,0,25%_off,131,239
790.0,0,1,buy_one_get_one,131,240
791.0,0,0,buy_one_get_one,131,240
792.0,0,1,buy_one_get_one,131,241
793.0,0,0,buy_one_get_one,131,241
794.0,0,0,buy_one_get_one,131,241
795.0,0,0,buy_one_get_one,131,241
796.0,0,1,buy_one_get_one,131,242
797.0,0,0,buy_one_get_one,131,242
798.0,0,0,buy_one_get_one,131,242
799.0,0,0,buy_one_get_one,131,242
800.0,1,0,25%_off,132,242
801.0,0,0,25%_off,132,242
802.0,1,0,buy_one_get_one,133,242
803.0,0,1,buy_one_get_one,133,243
804.0,0,1,buy_one_get_one,133,244
805.0,1,1,buy_one_get_one,134,245
806.0,0,0,buy_one_get_one,134,245
807.0,1,0,buy_one_get_one,135,245
808.0,0,1,buy_one_get_one,135,246
809.0,0,1,buy_one_get_one,135,247
810.0,1,0,free_shipping,136,247
811.0,0,0,buy_one_get_one,136,247
812.0,0,1,buy_one_get_one,136,248
813.0,0,0,buy_one_get_one,136,248
814.0,1,0,buy_one_get_one,137,248
815.0,0,0,buy_one_get_one,137,248
816.0,0,1,buy_one_get_one,137,249
817.0,1,0,buy_one_get_one,138,249
818.0,1,1,buy_one_get_one,139,250
819.0,0,0,buy_one_get_one,139,250
820.0,0,0,25%_off,139,250
821.0,0,0,buy_one_get_one,139,250
822.0,1,0,buy_one_get_one,140,250
823.0,0,0,buy_one_get_one,140,250
824.0,0,1,buy_one_get_one,140,251
825.0,0,0,buy_one_get_one,140,251
826.0,0,1,buy_one_get_one,140,252
827.0,0,0,buy_one_get_one,140,252
828.0,1,1,buy_one_get_one,141,253
829.0,0,0,free_shipping,141,253
830.0,1,0,buy_one_get_one,142,253
831.0,0,0,buy_one_get_one,142,253
832.0,0,0,buy_one_get_one,142,253
833.0,0,0,25%_off,142,253
834.0,0,0,buy_one_get_one,142,253
835.0,0,1,25%_off,142,254
836.0,0,1,buy_one_get_one,142,255
837.0,1,1,buy_one_get_one,143,256
838.0,0,0,buy_one_get_one,143,256
839.0,0,0,10%_off,143,256
840.0,0,0,buy_one_get_one,143,256
841.0,0,1,buy_one_get_one,143,257
842.0,0,0,buy_one_get_one,143,257
843.0,0,0,buy_one_get_one,143,257
844.0,0,0,buy_one_get_one,143,257
845.0,0,1,25%_off,143,258
846.0,0,1,25%_off,143,259
847.0,0,0,25%_off,143,259
848.0,0,1,buy_one_get_one,143,260
849.0,0,1,buy_one_get_one,143,261
850.0,0,0,buy_one_get_one,143,261
851.0,0,0,buy_one_get_one,143,261
852.0,1,1,buy_one_get_one,144,262
853.0,0,0,buy_one_get_one,144,262
854.0,0,1,buy_one_get_one,144,263
855.0,0,0,25%_off,144,263
856.0,0,0,25%_off,144,263
857.0,0,0,25%_off,144,263
858.0,0,0,buy_one_get_one,144,263
859.0,0,0,free_shipping,144,263
860.0,0,0,buy_one_get_one,144,263
861.0,0,0,buy_one_get_one,144,263
862.0,1,0,buy_one_get_one,145,263
863.0,0,0,buy_one_get_one,145,263
864.0,0,0,25%_off,145,263
865.0,0,1,buy_one_get_one,145,264
866.0,0,0,25%_off,145,264
867.0,0,1,buy_one_get_one,145,265
868.0,0,1,buy_one_get_one,145,266
869.0,0,1,buy_one_get_one,145,267
870.0,0,0,buy_one_get_one,145,267
871.0,0,1,buy_one_get_one,145,268
872.0,0,0,25%_off,145,268
873.0,0,1,buy_one_get_one,145,269
874.0,0,0,10%_off,145,269
875.0,1,0,buy_one_get_one,146,269
876.0,0,0,buy_one_get_one,146,269
877.0,0,0,buy_one_get_one,146,269
878.0,0,1,buy_one_get_one,146,270
879.0,0,1,buy_one_get_one,146,271
880.0,0,0,buy_one_get_one,146,271
881.0,0,0,buy_one_get_one,146,271
882.0,0,1,buy_one_get_one,146,272
883.0,1,1,buy_one_get_one,147,273
884.0,0,0,buy_one_get_one,147,273
885.0,0,0,buy_one_get_one,147,273
886.0,0,0,buy_one_get_one,147,273
887.0,0,0,buy_one_get_one,147,273
888.0,0,0,buy_one_get_one,147,273
889.0,0,1,buy_one_get_one,147,274
890.0,0,1,buy_one_get_one,147,275
891.0,1,0,buy_one_get_one,148,275
892.0,0,0,buy_one_get_one,148,275
893.0,0,1,buy_one_get_one,148,276
894.0,0,1,buy_one_get_one,148,277
895.0,0,0,buy_one_get_one,148,277
896.0,0,1,buy_one_get_one,148,278
897.0,1,0,buy_one_get_one,149,278
898.0,0,1,10%_off,149,279
899.0,0,0,10%_off,149,279
900.0,0,0,buy_one_get_one,149,279
901.0,0,1,buy_one_get_one,149,280
902.0,1,1,buy_one_get_one,150,281
903.0,0,0,buy_one_get_one,150,281
904.0,1,1,buy_one_get_one,151,282
905.0,0,0,buy_one_get_one,151,282
906.0,0,0,buy_one_get_one,151,282
907.0,0,1,buy_one_get_one,151,283
908.0,1,0,10%_off,152,283
909.0,0,0,10%_off,152,283
910.0,1,0,buy_one_get_one,153,283
911.0,0,1,buy_one_get_one,153,284
912.0,0,0,25%_off,153,284
913.0,0,0,25%_off,153,284
914.0,0,0,buy_one_get_one,153,284
915.0,1,1,buy_one_get_one,154,285
916.0,0,1,buy_one_get_one,154,286
917.0,0,1,25%_off,154,287
918.0,0,1,buy_one_get_one,154,288
919.0,0,1,buy_one_get_one,154,289
920.0,0,0,buy_one_get_one,154,289
921.0,0,0,buy_one_get_one,154,289
922.0,0,0,25%_off,154,289
923.0,0,1,buy_one_get_one,154,290
924.0,0,0,buy_one_get_one,154,290
925.0,0,0,10%_off,154,290
926.0,0,0,buy_one_get_one,154,290
927.0,0,1,buy_one_get_one,154,291
928.0,1,0,buy_one_get_one,155,291
929.0,0,1,buy_one_get_one,155,292
930.0,0,0,buy_one_get_one,155,292
931.0,0,0,buy_one_get_one,155,292
932.0,0,0,buy_one_get_one,155,292
933.0,0,0,10%_off,155,292
934.0,0,1,buy_one_get_one,155,293
935.0,0,0,buy_one_get_one,155,293
936.0,0,1,buy_one_get_one,155,294
937.0,0,1,buy_one_get_one,155,295
938.0,0,0,buy_one_get_one,155,295
939.0,0,1,buy_one_get_one,155,296
940.0,0,1,buy_one_get_one,155,297
941.0,0,1,buy_one_get_one,155,298
942.0,0,1,buy_one_get_one,155,299
943.0,0,0,25%_off,155,299
944.0,0,0,buy_one_get_one,155,299
945.0,0,0,buy_one_get_one,155,299
946.0,0,0,buy_one_get_one,155,299
947.0,0,0,buy_one_get_one,155,299
948.0,0,0,buy_one_get_one,155,299
949.0,0,0,buy_one_get_one,155,299
950.0,0,1,buy_one_get_one,155,300
951.0,0,0,buy_one_get_one,155,300
952.0,0,0,buy_one_get_one,155,300
953.0,1,1,buy_one_get_one,156,301
954.0,1,1,buy_one_get_one,157,302
955.0,0,0,buy_one_get_one,157,302
956.0,0,0,buy_one_get_one,157,302
957.0,0,1,buy_one_get_one,157,303
958.0,0,0,buy_one_get_one,157,303
959.0,1,0,buy_one_get_one,158,303
960.0,0,0,buy_one_get_one,158,303
961.0,0,0,buy_one_get_one,158,303
962.0,0,0,buy_one_get_one,158,303
963.0,0,1,buy_one_get_one,158,304
964.0,1,0,free_shipping,159,304
965.0,0,0,25%_off,159,304
966.0,0,1,buy_one_get_one,159,305
967.0,1,0,buy_one_get_one,160,305
968.0,0,0,10%_off,160,305
969.0,0,0,buy_one_get_one,160,305
970.0,0,1,buy_one_get_one,160,306
971.0,0,1,buy_one_get_one,160,307
972.0,0,1,buy_one_get_one,160,308
973.0,1,1,buy_one_get_one,161,309
974.0,1,1,25%_off,162,310
975.0,0,0,buy_one_get_one,162,310
976.0,0,1,25%_off,162,311
977.0,0,1,buy_one_get_one,162,312
978.0,0,0,25%_off,162,312
979.0,0,0,buy_one_get_one,162,312
980.0,0,1,buy_one_get_one,162,313
981.0,0,0,buy_one_get_one,162,313
982.0,0,1,buy_one_get_one,162,314
983.0,0,1,buy_one_get_one,162,315
984.0,0,1,buy_one_get_one,162,316
985.0,0,0,buy_one_get_one,162,316
986.0,0,0,buy_one_get_one,162,316
987.0,1,1,buy_one_get_one,163,317
988.0,0,0,buy_one_get_one,163,317
989.0,0,0,buy_one_get_one,163,317
990.0,0,1,buy_one_get_one,163,318
991.0,0,1,buy_one_get_one,163,319
992.0,1,0,buy_one_get_one,164,319
993.0,0,0,25%_off,164,319
994.0,1,0,buy_one_get_one,165,319
995.0,0,0,25%_off,165,319
996.0,0,0,25%_off,165,319
997.0,1,0,buy_one_get_one,166,319
998.0,0,0,25%_off,166,319
999.0,0,0,10%_off,166,319
1000.0,0,0,25%_off,166,319
1001.0,0,0,buy_one_get_one,166,319
1002.0,1,0,buy_one_get_one,167,319
1003.0,1,1,buy_one_get_one,168,320
1004.0,0,0,buy_one_get_one,168,320
1005.0,0,0,buy_one_get_one,168,320
1006.0,0,1,25%_off,168,321
1007.0,0,0,25%_off,168,321
1008.0,0,1,buy_one_get_one,168,322
1009.0,0,1,buy_one_get_one,168,323
1010.0,0,1,buy_one_get_one,168,324
1011.0,0,0,buy_one_get_one,168,324
1012.0,0,0,buy_one_get_one,168,324
1013.0,1,0,25%_off,169,324
1014.0,0,0,buy_one_get_one,169,324
1015.0,0,0,25%_off,169,324
1016.0,0,0,buy_one_get_one,169,324
1017.0,0,0,buy_one_get_one,169,324
1018.0,1,0,buy_one_get_one,170,324
1019.0,0,0,buy_one_get_one,170,324
1020.0,0,1,buy_one_get_one,170,325
1021.0,0,0,25%_off,170,325
1022.0,0,1,buy_one_get_one,170,326
1023.0,0,0,buy_one_get_one,170,326
1024.0,0,1,buy_one_get_one,170,327
1025.0,1,1,buy_one_get_one,171,328
1026.0,0,1,25%_off,171,329
1027.0,0,0,buy_one_get_one,171,329
1028.0,0,1,buy_one_get_one,171,330
1029.0,0,1,buy_one_get_one,171,331
1030.0,0,1,buy_one_get_one,171,332
1031.0,0,1,buy_one_get_one,171,333
1032.0,0,1,buy_one_get_one,171,334
1033.0,0,0,buy_one_get_one,171,334
1034.0,0,0,buy_one_get_one,171,334
1035.0,1,0,buy_one_get_one,172,334
1036.0,0,1,25%_off,172,335
1037.0,0,0,buy_one_get_one,172,335
1038.0,0,0,buy_one_get_one,172,335
1039.0,0,0,buy_one_get_one,172,335
1040.0,0,0,buy_one_get_one,172,335
1041.0,0,0,buy_one_get_one,172,335
1042.0,0,1,buy_one_get_one,172,336
1043.0,0,1,buy_one_get_one,172,337
1044.0,0,0,25%_off,172,337
1045.0,0,0,buy_one_get_one,172,337
1046.0,0,0,buy_one_get_one,172,337
1047.0,0,0,buy_one_get_one,172,337
1048.0,0,0,25%_off,172,337
1049.0,0,0,buy_one_get_one,172,337
1050.0,0,0,free_shipping,172,337
1051.0,0,0,25%_off,172,337
1052.0,0,0,25%_off,172,337
1053.0,0,1,25%_off,172,338
1054.0,0,0,buy_one_get_one,172,338
1055.0,0,0,25%_off,172,338
1056.0,0,1,buy_one_get_one,172,339
1057.0,0,1,buy_one_get_one,172,340
1058.0,0,1,buy_one_get_one,172,341
1059.0,0,0,buy_one_get_one,172,341
1060.0,0,1,buy_one_get_one,172,342
1061.0,0,0,buy_one_get_one,172,342
1062.0,1,1,buy_one_get_one,173,343
1063.0,0,1,buy_one_get_one,173,344
1064.0,0,0,buy_one_get_one,173,344
1065.0,0,1,buy_one_get_one,173,345
1066.0,0,1,buy_one_get_one,173,346
1067.0,1,0,buy_one_get_one,174,346
1068.0,0,0,buy_one_get_one,174,346
1069.0,0,0,buy_one_get_one,174,346
1070.0,0,0,buy_one_get_one,174,346
1071.0,0,0,25%_off,174,346
1072.0,0,0,25%_off,174,346
1073.0,0,0,buy_one_get_one,174,346
1074.0,0,0,buy_one_get_one,174,346
1075.0,1,0,buy_one_get_one,175,346
1076.0,0,1,buy_one_get_one,175,347
1077.0,0,0,buy_one_get_one,175,347
1078.0,0,0,25%_off,175,347
1079.0,1,0,buy_one_get_one,176,347
1080.0,0,0,buy_one_get_one,176,347
1081.0,0,1,buy_one_get_one,176,348
1082.0,0,1,25%_off,176,349
1083.0,1,0,25%_off,177,349
1084.0,0,1,buy_one_get_one,177,350
1085.0,0,0,25%_off,177,350
1086.0,1,0,buy_one_get_one,178,350
1087.0,0,1,buy_one_get_one,178,351
1088.0,0,0,buy_one_get_one,178,351
1089.0,0,0,buy_one_get_one,178,351
1090.0,0,1,25%_off,178,352
1091.0,0,0,buy_one_get_one,178,352
1092.0,0,1,buy_one_get_one,178,353
1093.0,0,0,buy_one_get_one,178,353
1094.0,0,0,buy_one_get_one,178,353
1095.0,0,0,buy_one_get_one,178,353
1096.0,0,0,buy_one_get_one,178,353
1097.0,0,0,buy_one_get_one,178,353
1098.0,0,0,10%_off,178,353
1099.0,0,1,buy_one_get_one,178,354
1100.0,0,0,buy_one_get_one,178,354
1101.0,1,0,25%_off,179,354
1102.0,0,1,buy_one_get_one,179,355
1103.0,1,1,buy_one_get_one,180,356
1104.0,0,1,buy_one_get_one,180,357
1105.0,0,0,buy_one_get_one,180,357
1106.0,0,0,buy_one_get_one,180,357
1107.0,0,0,buy_one_get_one,180,357
1108.0,0,0,buy_one_get_one,180,357
1109.0,0,0,25%_off,180,357
1110.0,0,0,buy_one_get_one,180,357
1111.0,0,0,buy_one_get_one,180,357
1112.0,0,0,buy_one_get_one,180,357
1113.0,0,0,buy_one_get_one,180,357
1114.0,0,1,buy_one_get_one,180,358
1115.0,0,0,25%_off,180,358
1116.0,0,0,buy_one_get_one,180,358
1117.0,0,1,buy_one_get_one,180,359
1118.0,0,0,buy_one_get_one,180,359
1119.0,0,0,buy_one_get_one,180,359
1120.0,0,0,buy_one_get_one,180,359
1121.0,0,0,buy_one_get_one,180,359
1122.0,0,1,buy_one_get_one,180,360
1123.0,0,1,buy_one_get_one,180,361
1124.0,0,0,buy_one_get_one,180,361
1125.0,0,1,buy_one_get_one,180,362
1126.0,0,1,buy_one_get_one,180,363
1127.0,0,0,25%_off,180,363
1128.0,1,0,buy_one_get_one,181,363
1129.0,0,0,buy_one_get_one,181,363
1130.0,0,0,buy_one_get_one,181,363
1131.0,0,1,buy_one_get_one,181,364
1132.0,1,0,25%_off,182,364
1133.0,0,0,buy_one_get_one,182,364
1134.0,0,0,25%_off,182,364
1135.0,0,0,buy_one_get_one,182,364
1136.0,1,0,buy_one_get_one,183,364
1137.0,1,0,buy_one_get_one,184,364
1138.0,0,0,buy_one_get_one,184,364
1139.0,0,0,buy_one_get_one,184,364
1140.0,0,1,free_shipping,184,365
1141.0,1,0,25%_off,185,365
1142.0,1,0,buy_one_get_one,186,365
1143.0,0,0,buy_one_get_one,186,365
1144.0,0,0,buy_one_get_one,186,365
1145.0,0,0,buy_one_get_one,186,365
1146.0,1,1,buy_one_get_one,187,366
1147.0,0,0,free_shipping,187,366
1148.0,0,1,buy_one_get_one,187,367
1149.0,1,1,buy_one_get_one,188,368
1150.0,0,1,buy_one_get_one,188,369
1151.0,1,1,buy_one_get_one,189,370
1152.0,0,1,buy_one_get_one,189,371
1153.0,0,0,25%_off,189,371
1154.0,0,0,buy_one_get_one,189,371
1155.0,0,1,buy_one_get_one,189,372
1156.0,0,1,buy_one_get_one,189,373
1157.0,1,0,buy_one_get_one,190,373
1158.0,1,1,buy_one_get_one,191,374
1159.0,0,0,buy_one_get_one,191,374
1160.0,0,1,buy_one_get_one,191,375
1161.0,0,0,buy_one_get_one,191,375
1162.0,1,1,buy_one_get_one,192,376
1163.0,0,0,free_shipping,192,376
1164.0,0,1,buy_one_get_one,192,377
1165.0,0,0,buy_one_get_one,192,377
1166.0,0,1,buy_one_get_one,192,378
1167.0,0,0,buy_one_get_one,192,378
1168.0,0,0,buy_one_get_one,192,378
1169.0,0,0,buy_one_get_one,192,378
1170.0,0,1,buy_one_get_one,192,379
1171.0,0,0,buy_one_get_one,192,379
1172.0,0,1,buy_one_get_one,192,380
1173.0,0,0,buy_one_get_one,192,380
1174.0,1,0,25%_off,193,380
1175.0,0,0,free_shipping,193,380
1176.0,0,0,25%_off,193,380
1177.0,1,0,buy_one_get_one,194,380
1178.0,1,0,buy_one_get_one,195,380
1179.0,1,1,buy_one_get_one,196,381
1180.0,0,1,buy_one_get_one,196,382
1181.0,1,1,buy_one_get_one,197,383
1182.0,0,1,buy_one_get_one,197,384
1183.0,0,1,buy_one_get_one,197,385
1184.0,0,1,buy_one_get_one,197,386
1185.0,1,1,buy_one_get_one,198,387
1186.0,0,0,buy_one_get_one,198,387
1187.0,0,0,buy_one_get_one,198,387
1188.0,0,1,buy_one_get_one,198,388
1189.0,0,1,buy_one_get_one,198,389
1190.0,0,1,buy_one_get_one,198,390
1191.0,0,0,buy_one_get_one,198,390
1192.0,0,0,buy_one_get_one,198,390
1193.0,0,0,buy_one_get_one,198,390
1194.0,0,1,buy_one_get_one,198,391
1195.0,0,1,buy_one_get_one,198,392
1196.0,0,1,buy_one_get_one,198,393
1197.0,0,0,buy_one_get_one,198,393
1198.0,0,1,buy_one_get_one,198,394
1199.0,1,0,buy_one_get_one,199,394
1200.0,0,0,buy_one_get_one,199,394
1201.0,0,0,buy_one_get_one,199,394
1202.0,1,0,buy_one_get_one,200,394
1203.0,0,1,buy_one_get_one,200,395
1204.0,0,0,10%_off,200,395
1205.0,0,1,buy_one_get_one,200,396
1206.0,0,0,buy_one_get_one,200,396
1207.0,0,1,buy_one_get_one,200,397
1208.0,0,0,buy_one_get_one,200,397
1209.0,0,1,buy_one_get_one,200,398
1210.0,0,1,buy_one_get_one,200,399
1211.0,0,1,buy_one_get_one,200,400
1212.0,0,0,buy_one_get_one,200,400
1213.0,1,1,buy_one_get_one,201,401
1214.0,0,1,buy_one_get_one,201,402
1215.0,1,0,buy_one_get_one,202,402
1216.0,0,0,buy_one_get_one,202,402
1217.0,0,0,buy_one_get_one,202,402
1218.0,0,0,free_shipping,202,402
1219.0,0,0,buy_one_get_one,202,402
1220.0,1,0,buy_one_get_one,203,402
1221.0,0,0,buy_one_get_one,203,402
1222.0,0,0,25%_off,203,402
1223.0,0,0,buy_one_get_one,203,402
1224.0,0,0,buy_one_get_one,203,402
1225.0,0,0,buy_one_get_one,203,402
1226.0,0,1,buy_one_get_one,203,403
1227.0,0,0,buy_one_get_one,203,403
1228.0,0,0,buy_one_get_one,203,403
1229.0,0,1,buy_one_get_one,203,404
1230.0,0,1,buy_one_get_one,203,405
1231.0,1,1,buy_one_get_one,204,406
1232.0,0,0,buy_one_get_one,204,406
1233.0,0,0,buy_one_get_one,204,406
1234.0,1,0,25%_off,205,406
1235.0,0,0,buy_one_get_one,205,406
1236.0,0,0,buy_one_get_one,205,406
1237.0,0,0,buy_one_get_one,205,406
1238.0,1,0,buy_one_get_one,206,406
1239.0,0,1,buy_one_get_one,206,407
1240.0,0,0,buy_one_get_one,206,407
1241.0,0,1,buy_one_get_one,206,408
1242.0,0,1,buy_one_get_one,206,409
1243.0,1,1,buy_one_get_one,207,410
1244.0,0,0,buy_one_get_one,207,410
1245.0,0,0,buy_one_get_one,207,410
1246.0,0,0,buy_one_get_one,207,410
1247.0,1,0,free_shipping,208,410
1248.0,0,1,buy_one_get_one,208,411
1249.0,0,0,buy_one_get_one,208,411
1250.0,0,1,buy_one_get_one,208,412
1251.0,0,0,buy_one_get_one,208,412
1252.0,1,0,buy_one_get_one,209,412
1253.0,0,1,buy_one_get_one,209,413
1254.0,0,0,buy_one_get_one,209,413
1255.0,0,1,buy_one_get_one,209,414
1256.0,0,0,buy_one_get_one,209,414
1257.0,0,0,buy_one_get_one,209,414
1258.0,0,1,buy_one_get_one,209,415
1259.0,0,0,buy_one_get_one,209,415
1260.0,0,0,25%_off,209,415
1261.0,0,0,buy_one_get_one,209,415
1262.0,0,0,buy_one_get_one,209,415
1263.0,0,0,buy_one_get_one,209,415
1264.0,0,0,buy_one_get_one,209,415
1265.0,0,1,buy_one_get_one,209,416
1266.0,0,1,buy_one_get_one,209,417
1267.0,0,1,buy_one_get_one,209,418
1268.0,0,0,buy_one_get_one,209,418
1269.0,0,0,buy_one_get_one,209,418
1270.0,0,0,buy_one_get_one,209,418
1271.0,1,1,buy_one_get_one,210,419
1272.0,0,0,buy_one_get_one,210,419
1273.0,0,0,buy_one_get_one,210,419
1274.0,0,0,buy_one_get_one,210,419
1275.0,1,0,buy_one_get_one,211,419
1276.0,0,0,buy_one_get_one,211,419
1277.0,0,1,buy_one_get_one,211,420
1278.0,0,1,buy_one_get_one,211,421
1279.0,1,0,buy_one_get_one,212,421
1280.0,1,1,buy_one_get_one,213,422
1281.0,0,0,free_shipping,213,422
1282.0,0,0,buy_one_get_one,213,422
1283.0,0,0,buy_one_get_one,213,422
1284.0,1,0,buy_one_get_one,214,422
1285.0,0,1,buy_one_get_one,214,423
1286.0,1,0,buy_one_get_one,215,423
1287.0,0,0,10%_off,215,423
1288.0,0,1,buy_one_get_one,215,424
1289.0,0,0,buy_one_get_one,215,424
1290.0,0,0,buy_one_get_one,215,424
1291.0,0,1,buy_one_get_one,215,425
1292.0,0,0,25%_off,215,425
1293.0,0,0,buy_one_get_one,215,425
1294.0,1,0,buy_one_get_one,216,425
1295.0,0,0,free_shipping,216,425
1296.0,0,0,buy_one_get_one,216,425
1297.0,0,1,buy_one_get_one,216,426
1298.0,0,1,buy_one_get_one,216,427
1299.0,0,1,buy_one_get_one,216,428
1300.0,0,1,buy_one_get_one,216,429
1301.0,0,1,buy_one_get_one,216,430
1302.0,0,1,buy_one_get_one,216,431
1303.0,0,1,buy_one_get_one,216,432
1304.0,0,0,buy_one_get_one,216,432
1305.0,0,1,buy_one_get_one,216,433
1306.0,0,1,buy_one_get_one,216,434
1307.0,0,1,buy_one_get_one,216,435
1308.0,0,0,buy_one_get_one,216,435
1309.0,0,0,buy_one_get_one,216,435
1310.0,0,0,buy_one_get_one,216,435
1311.0,0,0,buy_one_get_one,216,435
1312.0,0,0,buy_one_get_one,216,435
1313.0,1,1,buy_one_get_one,217,436
1314.0,0,1,buy_one_get_one,217,437
1315.0,0,0,buy_one_get_one,217,437
1316.0,0,0,buy_one_get_one,217,437
1317.0,0,0,buy_one_get_one,217,437
1318.0,0,0,25%_off,217,437
1319.0,0,1,buy_one_get_one,217,438
1320.0,0,1,buy_one_get_one,217,439
1321.0,0,0,buy_one_get_one,217,439
1322.0,0,1,buy_one_get_one,217,440
1323.0,0,1,buy_one_get_one,217,441
1324.0,0,0,free_shipping,217,441
1325.0,1,1,buy_one_get_one,218,442
1326.0,0,0,buy_one_get_one,218,442
1327.0,1,0,buy_one_get_one,219,442
1328.0,0,0,buy_one_get_one,219,442
1329.0,0,0,buy_one_get_one,219,442
1330.0,0,0,buy_one_get_one,219,442
1331.0,0,1,buy_one_get_one,219,443
1332.0,0,1,buy_one_get_one,219,444
1333.0,0,0,25%_off,219,444
1334.0,1,0,buy_one_get_one,220,444
1335.0,0,0,buy_one_get_one,220,444
1336.0,0,1,buy_one_get_one,220,445
1337.0,0,0,buy_one_get_one,220,445
1338.0,0,0,buy_one_get_one,220,445
1339.0,0,1,free_shipping,220,446
1340.0,0,1,buy_one_get_one,220,447
1341.0,0,1,buy_one_get_one,220,448
1342.0,0,1,buy_one_get_one,220,449
1343.0,0,1,buy_one_get_one,220,450
1344.0,1,1,buy_one_get_one,221,451
1345.0,0,1,buy_one_get_one,221,452
1346.0,0,0,free_shipping,221,452
1347.0,0,0,buy_one_get_one,221,452
1348.0,0,0,buy_one_get_one,221,452
1349.0,0,0,buy_one_get_one,221,452
1350.0,0,1,10%_off,221,453
1351.0,0,1,buy_one_get_one,221,454
1352.0,0,0,buy_one_get_one,221,454
1353.0,0,1,buy_one_get_one,221,455
1354.0,0,1,buy_one_get_one,221,456
1355.0,0,0,buy_one_get_one,221,456
1356.0,0,0,buy_one_get_one,221,456
1357.0,1,1,buy_one_get_one,222,457
1358.0,0,0,buy_one_get_one,222,457
1359.0,1,1,buy_one_get_one,223,458
1360.0,0,1,buy_one_get_one,223,459
1361.0,0,1,buy_one_get_one,223,460
1362.0,0,1,buy_one_get_one,223,461
1363.0,1,0,buy_one_get_one,224,461
1364.0,0,0,buy_one_get_one,224,461
1365.0,0,0,buy_one_get_one,224,461
1366.0,0,1,buy_one_get_one,224,462
1367.0,0,0,buy_one_get_one,224,462
1368.0,0,1,buy_one_get_one,224,463
1369.0,0,0,buy_one_get_one,224,463
1370.0,0,1,buy_one_get_one,224,464
1371.0,0,0,buy_one_get_one,224,464
1372.0,0,0,buy_one_get_one,224,464
1373.0,0,0,free_shipping,224,464
1374.0,0,0,10%_off,224,464
1375.0,0,0,buy_one_get_one,224,464
1376.0,0,0,free_shipping,224,464
1377.0,0,1,buy_one_get_one,224,465
1378.0,0,1,buy_one_get_one,224,466
1379.0,0,0,buy_one_get_one,224,466
1380.0,0,0,10%_off,224,466
1381.0,0,0,buy_one_get_one,224,466
1382.0,0,0,buy_one_get_one,224,466
1383.0,0,0,buy_one_get_one,224,466
1384.0,1,0,buy_one_get_one,225,466
1385.0,0,1,buy_one_get_one,225,467
1386.0,0,0,10%_off,225,467
1387.0,0,0,buy_one_get_one,225,467
1388.0,0,0,buy_one_get_one,225,467
1389.0,1,0,buy_one_get_one,226,467
1390.0,0,1,buy_one_get_one,226,468
1391.0,0,0,buy_one_get_one,226,468
1392.0,0,1,buy_one_get_one,226,469
1393.0,0,0,buy_one_get_one,226,469
1394.0,0,0,buy_one_get_one,226,469
